rid	C16_Down_LUT_Down	C16_Down_LUT_NA	C16_NA_LUT_Down	C16_NA_LUT_Up	C16_Up_LUT_NA	C16_Up_LUT_Up	PeakID
TMEM255A	0	0	0	0	1	0	0
TMEM47	0	0	0	1	0	0	0
TMEM72	0	0	0	0	1	0	0
TMEM74	0	0	0	0	1	0	0
TMTC1	0	0	0	0	1	0	0
TMTC2	0	0	0	1	0	0	0
TNFSF15	0	0	0	1	0	0	0
TNFSF4	0	0	0	1	1	0	0
TNKS	0	0	0	1	0	0	0
TNRC17	0	0	0	1	0	0	0
TOX2	0	0	0	1	1	0	0
TPCN1	0	0	0	1	0	0	0
TPRG1-AS2	0	0	0	0	1	0	0
TPST1	0	0	0	1	0	0	0
TRABD2B	0	0	0	1	0	0	0
TRAT1	0	0	0	1	0	0	0
TRD-AS1	0	0	0	0	1	0	0
TRDN-AS1	0	0	0	1	0	0	0
TRHR	0	0	0	1	0	0	0
TRIM44	0	0	0	0	1	0	0
TRIM48	0	0	0	1	0	0	0
TRIM54	0	0	0	0	1	0	0
TRIML2	0	0	0	1	0	0	0
TRIO	0	0	0	0	1	0	0
TRIOBP	0	0	1	0	0	0	0
TRPC4	0	0	0	1	0	0	0
TRPC7-AS2	0	0	0	1	0	0	0
TRPM1	0	0	0	0	1	0	0
TRPM3	0	0	0	1	0	0	0
TRPS1	0	0	0	0	1	1	0
TSG1	0	0	0	0	1	1	0
TSHZ2	0	0	0	0	1	0	0
TSN	0	0	0	1	1	1	0
TSPYL5	0	0	0	1	0	0	0
TTC14	0	0	0	0	1	0	0
TTC34	0	0	1	0	0	0	0
TUFT1	0	0	0	1	0	0	0
TWIST1	0	0	0	1	0	1	0
TXK	0	0	0	0	1	0	0
TXNDC16	0	0	0	0	1	0	0
TXNDC2	0	0	0	0	1	0	0
TXNDC5	0	0	0	1	0	0	0
UAP1	0	0	0	1	0	0	0
UBASH3B	0	0	1	1	0	0	0
UBBP4	0	0	0	1	0	0	0
UBE2E1	0	0	0	1	0	0	0
UBE2E2-DT	0	0	0	0	1	0	0
UBE2E4P	0	0	0	1	0	0	0
UBE2H	0	0	0	1	0	0	0
UBE2T	0	0	0	1	0	0	0
UBE3A	0	0	0	1	0	0	0
UBR4	0	0	0	0	0	1	0
UCHL1	0	0	0	0	0	1	0
UGT8	0	0	0	1	0	0	0
UHMK1	0	0	0	0	0	1	0
UMOD	0	0	0	1	0	0	0
UNC5C	0	0	0	0	1	1	0
UNC5D	0	0	0	1	1	0	0
UQCC5	0	0	0	0	1	0	0
URI1	0	0	0	1	0	0	0
USH2A	0	0	0	1	0	0	0
USH2A-AS2	0	0	0	0	1	0	0
USP15	0	0	0	0	1	0	0
UST	0	0	0	1	0	0	0
UST-AS1	0	0	0	1	0	0	0
UTRN	0	0	0	1	0	1	0
UVRAG	0	0	0	1	0	0	0
VANGL1	0	0	0	1	0	0	0
VAPA	0	0	0	1	0	0	0
VAV3	0	0	0	0	0	1	0
VCAN	0	0	0	1	0	0	0
VGLL2	0	0	0	0	1	0	0
VGLL3	0	0	0	1	1	0	0
VGLL4	0	0	0	1	0	0	0
VLDLR	0	0	0	0	1	0	0
VRK2	0	0	0	1	1	0	0
VSIG10L2	0	0	0	0	1	0	0
VSNL1	0	0	0	1	1	0	0
VSTM2A	0	0	0	1	0	0	0
VTRNA1-3	0	0	0	0	1	0	0
VWC2	0	0	0	0	1	0	0
VWC2L-IT1	0	0	0	0	1	0	0
WDFY3-AS2	0	0	0	0	0	1	0
WDR72	0	0	0	1	0	0	0
WHRN	0	0	0	1	0	0	0
WLS	0	0	0	1	0	0	0
WRN	0	0	0	1	1	1	0
WWOX	0	0	0	0	0	1	0
WWP1	0	0	0	0	1	0	0
XACT	0	0	0	0	1	0	0
XIRP2	0	0	0	1	0	0	0
XIRP2-AS1	0	0	0	1	0	0	0
XK	0	0	0	1	0	0	0
XPO4	0	0	0	0	0	1	0
XRCC4	0	0	0	1	0	0	0
YAP1	0	0	0	1	0	0	0
YTHDC2	0	0	0	0	1	0	0
YWHAZ	0	0	0	0	1	0	0
ZBTB20	0	0	0	0	1	0	0
ZBTB7C	0	0	0	1	0	0	0
ZC3H11B	0	0	0	1	0	0	0
ZC3H11C	0	0	0	0	1	0	0
ZCCHC2	0	0	0	0	1	0	0
ZDHHC19	0	0	1	0	0	0	0
ZDHHC2	0	0	0	1	0	0	0
ZDHHC21	0	0	0	1	0	0	0
ZFAND5	0	0	0	0	0	1	0
ZFAND6	0	0	0	1	0	0	0
ZFC3H1	0	0	0	0	1	0	0
ZFHX3	0	0	0	0	1	0	0
ZFPM2	0	0	0	0	0	1	0
ZHX3	0	0	0	1	0	0	0
ZKSCAN2	0	0	0	1	0	0	0
ZMAT4	0	0	0	1	0	0	0
ZNF133	0	0	0	0	0	1	0
ZNF148	0	0	0	1	0	0	0
ZNF177	0	0	0	1	0	0	0
ZNF214	0	0	0	0	1	0	0
ZNF267	0	1	0	0	0	0	0
ZNF346	0	0	0	1	0	0	0
ZNF462	0	0	0	1	0	0	0
ZNF518B	0	0	0	1	0	1	0
ZNF521	0	0	0	0	0	1	0
ZNF557	0	0	0	1	0	0	0
ZNF608	0	0	0	1	0	0	0
ZNF630	0	0	0	1	0	0	0
ZNF767P	1	0	0	0	0	0	0
ZNF792	0	0	0	0	1	0	0
ZNF860	0	0	0	1	0	0	0
ZP4	0	0	0	1	1	0	0
ZPBP	0	0	1	0	0	0	0
ZPLD1	0	0	0	0	0	1	0
